city,lat,lng
O'Brien,42.0702,-123.7077
Morven,30.9434,-83.5003
Bigelow,34.9975,-92.6315
Nenana,64.5384,-149.0856
Sundance,35.5105,-108.6397
Mantee,33.7226,-89.0597
Mapleton,44.0325,-123.8609
Emlyn,36.7023,-84.1418
West Jefferson,33.6526,-87.0562
Texline,36.3765,-103.0189
Hermanville,31.957,-90.8405
Burlington,40.4819,-86.3946
Las Gaviotas,18.4368,-66.1907
Ruth,35.3824,-81.9448
Linden,40.189,-86.9023
Michie,35.0604,-88.4257
Sturgeon Lake,46.3863,-92.8242
Bland,37.1,-81.1161
West Valley,42.4037,-78.6115
Cane Beds,36.9342,-112.9118
Ridgeway,40.3781,-93.9379
Buffalo Springs,33.5327,-101.7077
Peck,43.2588,-82.8167
Riverwood,38.2829,-85.6612
Muir,40.5943,-76.5186
Key Colony Beach,24.7233,-81.0216
Belt,47.3873,-110.9276
Ellsworth,42.3102,-93.5819
Huntington,35.0814,-94.2663
Altamont,40.785,-76.2169
Palmyra,39.4345,-89.9959
Cape Royale,30.6531,-95.1265
Churchtown,40.135,-75.9593
Lucas,40.7042,-82.4222
Annetta North,32.7193,-97.6722
O'Donnell,32.9652,-101.8309
Town of Pines,41.6882,-86.9518
Stephen,48.4524,-96.8763
Ranburne,33.5259,-85.339
K-Bar Ranch,27.9928,-97.9267
Fairview Crossroads,33.7577,-81.3621
Strasburg,46.1337,-100.1613
Lake,32.3359,-89.3158
Lakehead,40.9007,-122.3924
Round Valley,37.407,-118.5817
Wasco,45.5917,-120.6974
Oakland,41.9506,-75.6095
Fairview,45.4583,-123.7927
Pioneer,32.7381,-91.4381
Mowrystown,39.0406,-83.7518
Garner,32.827,-97.9847
Sacred Heart,44.7817,-95.3507
Withee,44.9508,-90.5989
Mark,41.2623,-89.2551
Wrightstown,40.0258,-74.6318
Coopers Plains,42.1793,-77.1375
Marysvale,38.4384,-112.2544
Butlertown,39.2817,-76.0995
Noonday,32.2441,-95.3972
Stamford,42.7595,-73.0562
Eckhart Mines,39.6552,-78.8941
Fruitland,36.7432,-108.3951
Cookstown,40.0446,-74.5547
Pittman Center,35.7595,-83.3886
Hawkeye,42.9378,-91.9504
Emery,38.9252,-111.2522
South Boardman,44.64,-85.2864
Gem Lake,45.058,-93.0405
Irene,43.0837,-97.1576
Matewan,37.6251,-82.1696
Warrens,44.1287,-90.5156
Beaver Creek,39.5816,-77.6514
Cosby,35.7952,-83.2457
South La Paloma,27.8947,-97.9685
Kilmichael,33.4403,-89.5665
Millsap,32.7493,-98.0117
Stanwood,41.8927,-91.1486
Harbor Hills,40.788,-73.7492
Glen Elder,39.5001,-98.3066
Winside,42.1773,-97.1751
Keithsburg,41.1004,-90.9353
Collins,32.1794,-82.1103
Van Lear,37.7742,-82.7557
Kaleva,44.3723,-86.0135
Naturita,38.2183,-108.5665
Cantua Creek,36.5001,-120.3163
Big Water,37.0729,-111.6608
Pe Ell,46.5713,-123.2982
Spring Bay,40.8206,-89.5286
Saxtons River,43.139,-72.5102
Galien,41.8015,-86.4995
Hackneyville,33.0567,-85.9312
Altona,41.115,-90.1648
Kennard,39.9054,-85.5222
Cement,34.9363,-98.1362
Chippewa Park,40.516,-83.8875
Van Voorhis,40.1598,-79.9731
Naselle,46.365,-123.8013
Republic,41.125,-83.0167
South Dayton,42.3628,-79.051
Fairfield,43.3489,-114.8006
Plainview,36.1431,-119.1355
Leon,37.6898,-96.7837
Wurtsboro Hills,41.5966,-74.5052
Rockleigh,41.0026,-73.9327
Mount Carbon,38.1442,-81.289
Royal,43.0644,-95.2836
Chalmers,40.6624,-86.8679
Powellton,38.0941,-81.322
Mora,35.9634,-105.3312
Winburne,40.9662,-78.145
Rices Landing,39.9476,-79.9986
Ashton,43.3087,-95.7924
Arley,34.0885,-87.2075
New Salisbury,38.3139,-86.1
Renningers,40.6497,-76.1485
Mount Charleston,36.2625,-115.6138
Firth,40.536,-96.6046
Hatfield,34.4861,-94.3792
Matthews,40.3874,-85.498
Rosslyn Farms,40.4224,-80.0886
Malverne Park Oaks,40.6816,-73.6645
Schulter,35.5113,-95.9566
Ravia,34.2411,-96.7564
Livingston,42.9001,-90.4337
Rowes Run,40.0089,-79.8176
South Vienna,39.9294,-83.6138
Agency,40.997,-92.3073
Holland,38.2464,-87.0384
Murchison,32.2751,-95.756
Ellerslie,39.7169,-78.7747
Callery,40.7393,-80.0379
Highland Lake,33.8876,-86.4244
Mud Lake,43.8431,-112.4798
Juniata Gap,40.5518,-78.4332
Lakeview,34.9874,-90.1395
Elaine,34.3087,-90.8533
Newdale,43.8864,-111.6038
Sharon,34.952,-81.3435
Stanhope,42.2889,-93.796
Grimes,31.2999,-85.4503
Pangburn,35.4261,-91.8394
Vienna Center,41.2345,-80.6541
Wauneta,40.4164,-101.3766
Parkton,34.9028,-79.0113
Pinehurst,32.1956,-83.7596
Pittsburg,37.7771,-88.8499
Perdido,31.0034,-87.6323
Sherman,34.3611,-88.8387
Cassadaga,42.3427,-79.3181
North Woodstock,44.0364,-71.6968
Gloucester,34.7292,-76.5391
Trapper Creek,62.3189,-150.3965
Hartley,35.8914,-102.3933
Montrose,43.6999,-97.1844
De Valls Bluff,34.7861,-91.4608
Belleville,35.0915,-93.4458
Lahoma,36.3874,-98.0908
Tampico,46.5332,-120.8742
Declo,42.5196,-113.6288
Strasburg,39.3498,-88.6219
New Virginia,41.1818,-93.7311
Gould,33.9872,-91.5641
Fair Bluff,34.3126,-79.0333
Adams,40.4572,-96.5129
Nisqually Indian Community,47.0164,-122.6725
So-Hi,35.2527,-114.1415
Franklin,44.5305,-94.8841
Cayuga,42.9191,-76.7265
Bradford,35.422,-91.4552
Cross Roads,39.82,-76.5728
Lenzburg,38.286,-89.818
Atlantic Mine,47.1037,-88.6281
Butler,38.7877,-84.372
Sicily Island,31.8493,-91.6599
Ropesville,33.4133,-102.1552
Plymouth,40.2922,-90.9162
Dorrington,38.3031,-120.2648
Cold Springs,38.7465,-120.8738
Fields Landing,40.7249,-124.2177
South Philipsburg,40.887,-78.2185
Carney,35.8062,-97.0155
Lowell,39.5293,-81.5068
Evening Shade,35.6195,-94.9104
North La Junta,37.9986,-103.5227
Yelvington,37.8483,-86.9749
Cuyamungue,35.8648,-106.0096
Beech Bluff,35.6047,-88.6292
Windsor Heights,40.1913,-80.6649
Greenwood,40.9614,-96.4433
Mallow,37.7676,-79.9702
Pewamo,43.002,-84.8473
Buda,41.329,-89.6793
Loch Lynn Heights,39.3919,-79.3726
Dobbins,39.3657,-121.2128
Deary,46.8003,-116.5572
Lakeville,42.8367,-77.703
West Alton,38.8665,-90.2085
Toomsboro,32.8225,-83.0826
Bucoda,46.7968,-122.868
Pumpkin Center,35.2653,-119.0324
Groton Long Point,41.3144,-72.0087
Basalt,43.3145,-112.165
Fall River Mills,41.0069,-121.4401
Fletcher,40.1417,-84.1119
Oakwood,31.5848,-95.8498
Tull,34.4409,-92.5779
Ipava,40.3526,-90.3235
Bismarck,40.2594,-87.6112
Center,47.1149,-101.2977
Tryon,35.8805,-96.9661
New Melle,38.7181,-90.8833
Pennock,45.1459,-95.175
Floyd,36.9118,-80.3184
Calhan,39.0345,-104.2994
Hampton,44.6085,-93.0025
Union Star,39.9794,-94.5987
Lorain,40.2961,-78.8959
Clarksville,39.4016,-83.983
Mount Aetna,40.4206,-76.2966
Greens Fork,39.8917,-85.0411
Craigmont,46.2422,-116.4728
Cousins Island,43.7631,-70.1409
Mecosta,43.621,-85.2304
Cadyville,44.6977,-73.6441
Tioga,38.422,-80.6548
Robinson,40.4033,-79.1403
Cactus Forest,32.9578,-111.317
Smithton,38.681,-93.0928
Dexter,37.1794,-96.7161
Barlow,37.0512,-89.0444
Cedar Valley,35.8694,-97.5272
Buffalo Gap,32.2834,-99.8341
Falmouth,40.1316,-76.7046
Thompsonville,44.5205,-85.9388
Karnak,37.2942,-88.9758
Eau Claire,41.9853,-86.304
Pleasant Valley,64.8855,-146.8985
Fowler,37.3829,-100.1957
Kauneonga Lake,41.6904,-74.8347
Coulee City,47.6122,-119.2895
Phillipsburg,31.4389,-83.5203
North Tunica,34.7031,-90.3797
West Woodstock,43.6113,-72.5513
Turah,46.8397,-113.825
Bell,29.7568,-82.862
Grannis,34.2398,-94.322
Sautee-Nacoochee,34.6895,-83.686
Mole Lake,45.4859,-88.9823
Danforth,45.6595,-67.8682
Conejo,35.6287,-105.9423
Burt,43.1992,-94.2214
Matthews,36.7584,-89.5688
Yakutat,59.567,-139.5966
Hilda,33.274,-81.2466
Scotch Meadows,34.689,-79.5179
Woodland,40.5838,-111.2358
Endeavor,43.7146,-89.4684
Humeston,40.8609,-93.4971
Mount Blanchard,40.8986,-83.5566
Woodland,44.9524,-93.5155
Blaine,40.0688,-80.8095
Deseret,39.2876,-112.6511
Napier Field,31.3147,-85.455
Balmorhea,30.984,-103.7438
Schenevus,42.5497,-74.827
Riverbend,47.1472,-114.8319
Silas,31.7678,-88.3258
Clearview,40.1399,-80.6898
Millers Lake,43.18,-83.3257
Exeter,40.6445,-97.4489
Ketchum,36.5251,-95.0341
Oacoma,43.8038,-99.3721
New Hampshire,40.554,-83.9531
Kennedy,33.581,-87.9859
Knapp,44.9514,-92.0769
Richmond,38.4004,-95.252
Ringwood,36.3823,-98.2419
Excel,31.4264,-87.3433
Hamilton Branch,40.2772,-121.0961
Dunlo,40.2935,-78.7175
Rothsay,46.4731,-96.2842
Hartford,35.0236,-94.3799
Meadow Bridge,37.8613,-80.8561
Bailey,35.7805,-78.113
Protection,37.2004,-99.4808
Calhoun,35.2993,-84.7472
Heart Butte,48.2905,-112.8363
Outlook,46.3311,-120.0924
South Bethany,38.516,-75.0589
Star Harbor,32.1927,-96.0542
Lamont,42.5986,-91.6404
Clintonville,41.2016,-79.8748
Canton,36.055,-98.5884
Bear Creek,30.1824,-97.9401
Sorento,39.0008,-89.5748
Kirkwood,39.8539,-76.0798
Round Valley,34.1877,-111.3017
Sandersville,31.7879,-89.0362
Pueblo Nuevo,27.4939,-99.3099
Sugar Mountain,36.1263,-81.8646
Irvington,37.6621,-76.4205
Gilt Edge,35.5336,-89.8303
Placedo,28.6922,-96.8259
Boulevard,32.664,-116.2896
Buchanan Lake Village,30.8565,-98.4378
Shoreham,40.957,-72.9071
Swink,38.0141,-103.6283
Cross Hill,34.3045,-81.9836
Shubuta,31.862,-88.7021
Turtle Lake,47.5216,-100.8908
Reo,37.9014,-87.1094
El Portal,37.6737,-119.787
Gardner,27.3537,-81.7895
Nazlini,35.9155,-109.4726
Patten,46.0043,-68.4427
Webster,35.35,-83.2188
Norwood,40.7078,-89.6995
Brooks,45.0508,-122.9575
Popponesset,41.5737,-70.4636
Gasburg,36.5588,-77.8722
Ruffin,36.4428,-79.5433
Bergholz,40.5208,-80.8851
Schall Circle,26.7153,-80.1144
Taylor Corners,41.4464,-73.5288
Oxford,43.7799,-89.5657
South Mansfield,32.0181,-93.7237
Mountain View,39.7748,-105.0567
Williamsfield,40.9264,-90.0181
Center Ossipee,43.7542,-71.1508
Mountain Lakes,44.1205,-71.958
Redfield,31.6811,-94.6629
Higgins,36.121,-100.0274
Coyote Acres,27.7132,-98.1346
Lodge Grass,45.3142,-107.3677
Delhi,42.4303,-91.3307
Throckmorton,33.182,-99.1797
Briarcliffe Acres,33.7901,-78.749
Akins,35.5043,-94.67
Kingstown,35.3621,-81.6201
Cawood,36.7878,-83.2284
Argyle,48.3366,-96.8162
Avon,41.5354,-111.8125
Cecilia,37.6622,-85.9522
Costilla,36.9786,-105.5353
Tuppers Plains,39.1726,-81.8466
Shaftsburg,42.8059,-84.295
Salesville,36.241,-92.2769
Point Comfort,28.6715,-96.5591
Milan,45.1127,-95.9117
Hornbeak,36.3352,-89.2983
Tushka,34.3186,-96.1674
Big Run,40.9702,-78.8765
La Paz,41.4561,-86.3082
Wampum,40.8863,-80.3393
Sheppton,40.8964,-76.1196
Siracusaville,29.6886,-91.1522
Snow Lake,41.7302,-85.0327
De Soto,43.4283,-91.1963
Grampian,40.9647,-78.6114
Bradley,33.0993,-93.6569
Pine Haven,44.3534,-104.8104
Brimhall Nizhoni,35.7785,-108.6322
Bellefonte,36.1998,-93.047
Soso,31.7536,-89.2759
Leola,34.17,-92.5914
Brockton,48.1525,-104.9066
Cowan,37.5601,-120.9888
Carlton,46.6796,-114.0718
Foyil,36.4306,-95.5219
Saint Benedict,40.6276,-78.7295
Enfield,38.1008,-88.3382
Tucker,32.708,-89.0498
Beacon,41.2745,-92.6814
Centralhatchee,33.3689,-85.1037
Hull,39.7087,-91.2033
Big Chimney,38.4119,-81.5374
Zeb,35.8066,-95.0437
Pine Brook Hill,40.0462,-105.3097
Sabattus,44.121,-70.107
El Centro Naval Air Facility,32.8252,-115.6681
Dodd City,33.5757,-96.0755
Loyall,36.8527,-83.3506
Hawk Run,40.9228,-78.2042
Sequatchie,35.1115,-85.5965
Dayton,42.1118,-111.9779
Prairiewood Village,45.5094,-98.4194
Centralia,39.7243,-96.1301
Montrose Manor,40.3063,-75.9873
West Farmington,41.391,-80.974
Caroga Lake,43.1352,-74.481
Nesika Beach,42.5045,-124.4065
Upper Santan Village,33.1152,-111.7419
Simms,35.3987,-95.1647
Niangua,37.3886,-92.8305
Bokchito,34.0196,-96.1492
Tangipahoa,30.8758,-90.5138
Beverly Hills,38.6979,-90.2901
Gage,36.3182,-99.7575
Del Muerto,36.187,-109.4348
San Ygnacio,27.048,-99.4321
Dubois,44.1727,-112.2293
Pueblo of Sandia Village,35.2536,-106.5706
Between,33.8177,-83.8043
Rayland,40.1842,-80.6911
Warner,45.3252,-98.4952
Rose Bud,35.3249,-92.081
Henderson,36.3774,-92.2155
Stanton,35.4613,-89.4012
Bancroft,38.2832,-85.6129
Moscow,41.5724,-91.0822
Uvalda,32.0371,-82.5081
Pillager,46.3295,-94.4796
El Paso,35.1153,-92.0812
Corning,39.6016,-82.0876
Beaver City,40.1383,-99.8276
Lohrville,44.0382,-89.1201
Hot Springs,35.8934,-82.8303
Arivaca,31.575,-111.2926
Newell,44.7174,-103.4183
Benton,41.1955,-76.3847
Colver,40.5426,-78.7891
Meadville,39.7882,-93.2992
Prado Verde,31.8898,-106.6135
Burnsville,38.8579,-80.6538
Sylvan Hills,40.4488,-78.3839
Hampton,40.8812,-97.8876
Baileyton,36.3304,-82.8292
Burdett,42.4168,-76.8439
Westphalia,38.4414,-92.0005
Arnot,41.6624,-77.1223
Silverton,34.4714,-101.304
Maple Ridge,40.9143,-81.0468
Roberts,40.6148,-88.1841
Warrior Run,41.1885,-75.9494
Huntsville,41.2602,-111.774
Rudolph,44.4972,-89.8018
Bethpage,36.4843,-86.3085
Collins,41.902,-93.3082
Finley,36.0357,-89.4799
Strong City,38.3955,-96.537
Uniontown,37.8471,-94.9755
Lester,37.7349,-81.3014
Weissport,40.8289,-75.701
Granada,38.063,-102.3115
Wilsonville,39.0694,-89.8553
Spring Grove,39.8472,-84.8912
East Nassau,42.533,-73.5085
East Fork,33.8082,-109.9227
Oden,45.4251,-84.8257
Laura,39.9952,-84.4083
Cass Lake,47.3792,-94.5993
Leedey,35.8681,-99.3449
Fairgrove,43.5245,-83.5434
Philip,44.0407,-101.6645
Scammon Bay,61.842,-165.5833
Barnum,46.5054,-92.6884
Wesley,36.029,-93.9165
Encampment,41.2088,-106.7948
Giltner,40.7749,-98.1535
Nordheim,28.9239,-97.6141
Sun,30.6489,-89.907
Longville,30.609,-93.2282
Newell,41.8898,-121.3675
New Hamilton,33.7435,-88.4389
Arlington,39.6458,-85.5797
Allendale,38.5276,-87.7103
Lind,46.9705,-118.6165
Dennehotso,36.8208,-109.8791
Marshallton,39.9496,-75.6781
Lyle,43.5058,-92.9412
Pluckemin,40.6454,-74.6355
Norway,41.9022,-91.9227
Kreamer,40.8004,-76.9707
Fountain,43.7426,-92.1342
Leslie,31.9545,-84.0864
Williston,35.1585,-89.3754
Clayhatchee,31.2434,-85.7136
Snook,30.4907,-96.467
Echo,31.1085,-92.2406
Masontown,39.5512,-79.8003
Vincentown,39.9367,-74.7519
Ualapue,21.0704,-156.8355
Ila,34.1729,-83.2929
Ottertail,46.4267,-95.5637
Lyons,40.4807,-75.7592
Hanna,41.4121,-86.7795
Pleasant Groves,34.735,-86.2054
Lisman,32.1792,-88.3002
Quilcene,47.8369,-122.9058
Lewisville,43.6951,-112.0131
Hillsdale,41.6108,-90.1752
Ooltewah,35.0723,-85.0545
Charter Oak,42.0682,-95.5897
Davenport Center,42.4458,-74.9088
Bertha,46.2671,-95.0618
San Pierre,41.1989,-86.8921
Shipman,37.7272,-78.8424
Bentley,37.8868,-97.5147
Wayland,40.3963,-91.5755
Danube,44.791,-95.1029
Burkeville,37.1879,-78.2012
Four Lakes,47.5576,-117.5818
Lloydsville,40.07,-80.9983
Paradise,33.1504,-97.6887
Flat,31.3093,-97.6242
Newton,31.3167,-84.3379
Marcy,43.1373,-75.268
Delta,37.1973,-89.7392
Concord,33.0917,-84.4387
Glendale,37.3342,-112.6035
Boomer,38.149,-81.28
Ray,32.8795,-86.0388
Doyle,35.8553,-85.512
Scottsville,37.8064,-78.4919
Fordsville,37.6357,-86.7171
Anthon,42.3881,-95.8656
Prospect,31.4488,-92.4968
Cherry,41.428,-89.2132
Banquete,27.8007,-97.7972
Knollwood,33.6893,-96.6185
Kipnuk,59.9373,-164.0616
Buford,39.072,-83.8393
Pettisville,41.5324,-84.2231
Valencia,40.6767,-79.9883
Irvona,40.7737,-78.5501
Atkinson,34.5275,-78.1697
Leeds,48.2878,-99.4346
Tishomingo,34.6382,-88.2291
Minford,38.8618,-82.8552
Whitefield,35.2545,-95.2391
Elnora,38.8762,-87.0846
Edgerton,39.5023,-94.6296
Brooktondale,42.3824,-76.3986
Thackerville,33.7936,-97.142
Washington Crossing,40.296,-74.8615
Cañada de los Alamos,35.5927,-105.8597
Arkansas City,33.6089,-91.2048
Gaines,42.8725,-83.9108
Boulder Canyon,44.3971,-103.6046
Lockwood,38.4867,-120.6035
Butterfield,43.9587,-94.7942
Ocheyedan,43.4182,-95.5366
Caswell Beach,33.9073,-78.0471
New Hebron,31.7332,-89.9833
Frankford,39.4927,-91.3203
Salemburg,35.0152,-78.5028
Amalga,41.8564,-111.8974
Jupiter Inlet Colony,26.948,-80.0755
East Newnan,33.3461,-84.7763
Woodland,42.7268,-85.1344
Carbon Hill,41.297,-88.2999
Gordonville,37.3111,-89.6739
Clay,38.4662,-81.0813
Hawthorn,41.021,-79.2782
Homeworth,40.8357,-81.0649
Springfield,39.445,-78.6976
Central Bridge,42.711,-74.3452
Blue River,43.1844,-90.5719
Bishop,33.8171,-83.4372
Alta Vista,38.8628,-96.4888
Westwood Hills,39.0389,-94.6097
Indian Point,36.6428,-93.3444
Packwood,41.1327,-92.0825
St. Marys Point,44.9128,-92.7702
Harrisville,44.6575,-83.2945
Lewistown Heights,47.0784,-109.4735
Boykins,36.5779,-77.1989
Cedar Rapids,41.5589,-98.1493
Charleston,40.4661,-111.46
Wounded Knee,43.1435,-102.3681
Mesquite Creek,34.9607,-114.5714
Dupree,45.0495,-101.6013
St. Ann Highlands,39.9873,-105.4559
Higbee,39.3059,-92.5132
Busby,45.5281,-106.9752
Van Bibber Lake,39.7291,-86.9297
Norwich,37.4572,-97.848
Hooven,39.1864,-84.7632
Mount Jackson,40.9623,-80.4353
Tijeras,35.0884,-106.3761
Peak Place,35.7911,-105.9432
Baker,35.2769,-116.0717
Dublin,34.6562,-78.7231
Vesper,44.4805,-89.9676
Floodwood,46.9175,-92.9186
Hillsboro,34.6407,-87.1838
Benson,40.8505,-89.1211
Nipinnawasee,37.4031,-119.7293
West Brule,44.0727,-99.6383
Pennwyn,40.2895,-75.9731
Mount Taylor,35.1241,-107.8075
Fawn Grove,39.7312,-76.4521
Boothville,29.333,-89.4053
Springville,36.1225,-118.8228
Johnson City,45.4046,-122.5794
Cochiti,35.6104,-106.3501
San Ardo,36.0238,-120.9074
Diagonal,40.8104,-94.342
Pin Oak Acres,36.1226,-95.2889
East Frankfort,43.0169,-75.0648
Wall,40.3916,-79.786
Laurel Run,41.2195,-75.8446
Stacyville,43.4392,-92.7841
Homer C Jones,35.3078,-108.0966
Narrowsburg,41.6034,-75.0563
Yah-ta-hey,35.6291,-108.7927
La Plena,18.0411,-66.2064
North Adams,41.9707,-84.5251
Savanna,34.8356,-95.8355
Horntown,37.9655,-75.456
Burlington,42.0416,-88.5508
Good Hope,33.785,-83.6094
Riley,39.3898,-87.3003
Friendship,38.698,-83.1005
Smock,39.9997,-79.7774
Rhinecliff,41.922,-73.9439
Birmingham,40.878,-91.9472
Verndale,46.3969,-95.0125
Big Springs,41.0609,-102.0745
Evaro,47.0737,-114.0206
South Renovo,41.3244,-77.743
Livermore,42.8681,-94.1841
Lafayette,44.4471,-94.3927
Nelson,40.2012,-98.0687
Downieville-Lawson-Dumont,39.7662,-105.6125
Harvey Cedars,39.6995,-74.1426
Solomon,32.8138,-109.629
Enterprise,32.1731,-88.8163
Spring Mills,40.8534,-77.5654
Lyons Falls,43.617,-75.3618
Pescadero,37.2507,-122.3725
Soudersburg,40.015,-76.1529
Linn,39.6793,-97.0869
Barton Hills,42.3167,-83.7561
Nutrioso,33.9514,-109.2058
Ramsey,38.3237,-86.1547
Port Penn,39.5169,-75.5811
Westminster,40.699,-83.9795
Fairfield,37.8827,-79.2829
Cream Ridge,40.1326,-74.5348
Mattoon,45.0046,-89.0411
Ridgewood,39.1899,-84.4343
Doon,43.279,-96.2329
Lovilia,41.1349,-92.908
Fessenden,47.6494,-99.6267
Lewis,37.937,-99.2547
Cuba,36.0146,-106.968
Plum Springs,37.021,-86.3777
Rosholt,44.6301,-89.3053
Hostetter,40.264,-79.3977
Kismet,37.2046,-100.7018
Crawfordsville,35.2267,-90.3241
Sigel,39.2257,-88.4945
Racine,43.7755,-92.481
Marion Center,40.7705,-79.0473
Sugar Grove,41.9837,-79.3395
Sopchoppy,30.0598,-84.4854
Panama,42.0747,-79.4849
Kulm,46.3019,-98.9468
Byrnedale,41.2915,-78.5023
Cumberland City,36.3828,-87.6403
Pownal Center,42.7977,-73.2214
Thorne Bay,55.6652,-132.5337
Drakes Branch,36.9933,-78.6009
Thompsonville,37.9144,-88.7622
McLeod,32.9455,-94.0776
Badger,42.6141,-94.1446
Proberta,40.0761,-122.1776
Flintville,35.0602,-86.4164
Hiltonia,32.8833,-81.6613
Leaf River,42.1233,-89.404
South Wayne,42.5676,-89.8763
Kosse,31.307,-96.6292
Emery,43.602,-97.6195
Lake City,38.0303,-107.3106
Weir,30.6759,-97.593
Turkey Creek,33.8011,-109.9461
Nectar,33.9686,-86.6346
Laurel,39.5017,-85.1877
Urbana,37.8436,-93.1676
Camden Point,39.4532,-94.7489
Montreat,35.6478,-82.3001
The Silos,46.3985,-111.5865
The Highlands,38.1659,-97.9497
Worthington,40.838,-79.6351
Bonfield,41.145,-88.0542
Robards,37.6766,-87.5333
Mardela Springs,38.4589,-75.7565
Fairplay,39.5357,-77.7463
Barnegat Light,39.753,-74.1095
Malden,41.4249,-89.3698
New England,34.9079,-85.488
Stanardsville,38.2991,-78.4368
Mount Auburn,39.7649,-89.2608
Icehouse Canyon,33.3553,-110.7965
Churdan,42.1542,-94.4781
Williamsburg,39.9509,-84.9964
Witches Woods,41.9485,-72.0724
Enoree,34.6593,-81.9609
Grover Hill,41.019,-84.4774
Walnuttown,40.4467,-75.8405
Bancroft,38.5107,-81.8417
Jenkins,46.6528,-94.3298
Hickory,32.3167,-89.0217
Pippa Passes,37.3342,-82.8733
Buckley,40.5973,-88.0378
Union,30.0918,-90.8844
De Land,40.1218,-88.6435
Crystal Lake Park,38.6212,-90.4321
Hoyleton,38.4457,-89.2721
Garland,35.5823,-89.7525
Pine Hollow,45.242,-121.291
Oak City,35.9625,-77.3051
Grapeville,40.3253,-79.606
Kiana,66.9727,-160.4343
Wellsburg,42.0126,-76.7298
Sparkman,33.9172,-92.8501
Whittier,60.7852,-148.6455
Bourneville,39.2828,-83.1596
Pajonal,18.3847,-66.556
Ellsworth,43.5207,-96.0186
Forestville,40.6938,-76.2925
Weekapaug,41.3359,-71.7633
Lexington,33.8701,-83.1102
Fargo,30.6881,-82.5721
Hornersville,36.0403,-90.1156
Ducktown,35.036,-84.3848
Washington Park,35.5328,-77.0316
Rebersburg,40.9427,-77.4441
Los Altos,27.4904,-99.3858
Dalton,41.4083,-102.9708
Michigantown,40.3281,-86.3916
Red Mesa,36.9664,-109.3828
Helen,34.7046,-83.7214
Rancho Mesa Verde,32.5944,-114.6551
Fair Play,37.6331,-93.5769
Boulder Flats,42.9156,-108.7993
Arnoldsville,33.9103,-83.218
Pink Hill,35.0562,-77.7436
Cape Colony,36.0211,-76.5815
Rouseville,41.4704,-79.6847
Grand Rivers,37.005,-88.233
Green Valley Farms,26.1219,-97.561
Morning Glory,31.5648,-106.2089
Dean,33.9299,-98.3676
Stanford,40.4322,-89.2209
Meadow Valley,39.9323,-121.083
Cairnbrook,40.1246,-78.8189
Miami,35.6923,-100.6417
Bolton,34.3174,-78.3976
Kimball,43.7468,-98.9569
Sanders,38.6549,-84.9466
Wheeler,45.6873,-123.8871
Center,39.5096,-91.5291
Alma,32.2813,-96.5497
Trenton,40.1747,-101.0136
Bunn,35.9591,-78.252
Mantoloking,40.0435,-74.0514
Sportsmen Acres,36.2458,-95.2517
Ronda,36.2217,-80.9431
Newfolden,48.3568,-96.3297
Hookerton,35.4228,-77.5893
Allison,39.9852,-79.8732
Rosburg,46.3076,-123.6345
Napoleonville,29.9384,-91.0263
Garfield,36.4555,-93.9757
Grantfork,38.8289,-89.6665
Barnes Lake,43.1792,-83.3002
Elkton,35.0627,-86.8957
Cedar Grove,38.2223,-81.4378
Bonnie,38.203,-88.9068
Alexandria,40.09,-82.6118
Morgan Farm,28.0055,-97.5535
Cochrane,44.2279,-91.838
Bedias,30.7792,-95.9469
Perrinton,43.1807,-84.6793
St. Pierre,48.2439,-109.8161
Springdale,48.0572,-117.7466
Westport,36.1942,-96.3362
Reedsville,40.6646,-77.593
Cohasset,39.9022,-121.7453
Avinger,32.898,-94.5533
Bloomingdale,42.3833,-85.959
Beauregard,31.721,-90.3859
Harrod,40.7074,-83.9213
Angoon,57.455,-134.4978
St. Cloud,43.8245,-88.1687
Runville,40.9567,-77.8332
Fort Jennings,40.9067,-84.2997
Avoca,43.1906,-90.326
Prentice,45.5409,-90.2897
Pinehill,34.8922,-108.4224
Earling,41.7763,-95.419
Willernie,45.0539,-92.9571
Gauley Bridge,38.1681,-81.2039
Lewiston Woodville,36.1141,-77.1811
Delbarton,37.7052,-82.186
Miller,38.5325,-82.3061
Alma,39.0964,-93.5478
Towner,48.3471,-100.407
Glenburn,48.5136,-101.2211
New Stuyahok,59.4762,-157.271
Sulphur Springs,39.9991,-85.4392
Sandy Level,36.5645,-79.7276
Lucerne,43.7136,-108.1873
Plainview,34.9899,-93.298
Noblestown,40.3955,-80.2019
De Beque,39.3105,-108.2049
Axtell,39.8711,-96.2566
Hornbeck,31.3266,-93.396
Saint George,44.377,-73.13
Randolph,44.526,-93.0198
Briny Breezes,26.509,-80.0542
Byron,44.7963,-108.5082
Pierce,46.4931,-115.7995
Point Reyes Station,38.0847,-122.8093
Chesapeake Landing,39.2697,-76.1584
Pinecraft,27.3229,-82.4999
Sumner,31.5103,-83.7369
Salyer,40.886,-123.5807
Ocean Breeze,27.2411,-80.2262
Carlos,45.9735,-95.2923
Sunshine,32.1344,-107.7838
Wapella,40.2218,-88.9612
Lewis,41.3064,-95.0842
Mechanicsville,40.6908,-76.1807
Gillett,34.1193,-91.3789
Coalton,39.1117,-82.6109
Pinson,35.4818,-88.7306
Lafitte,29.6957,-90.0995
